Tender ID,Project Name,Project Type,Description,Duration Deadline (days),Location,Max Budget ($),Company ID,Bid Cost ($),Proposed Start Date,Estimated Duration (days),Employees,Experience (years),Company Value ($),Previous Contracts,Reputation Score,Location Advantage,Cost Deviation (%),Deadline Deviation (%),Numeric Rating,Accepted,Reason
74,Project_74,Industrial Complex,Description of Project_74 in Industrial Complex.,381,Urban,15248096,Company_494,14836701.13,2025-06-04,370,190,11,146672216.64,0,0.67,0,-2.7,-2.89,62.57,0,High deviation in cost or deadlines
74,Project_74,Industrial Complex,Description of Project_74 in Industrial Complex.,381,Urban,15248096,Company_806,13389255.02,2025-11-27,355,302,11,230795466.36,29,0.6,1,-12.19,-6.82,64.44,0,High deviation in cost or deadlines
74,Project_74,Industrial Complex,Description of Project_74 in Industrial Complex.,381,Urban,15248096,Company_198,13560715.65,2025-10-04,463,986,24,55545991.07,11,0.74,0,-11.07,21.52,72.89,1,Cost-effective and timely
74,Project_74,Industrial Complex,Description of Project_74 in Industrial Complex.,381,Urban,15248096,Company_157,14453816.41,2025-12-12,453,306,22,300125232.29,32,0.52,0,-5.21,18.9,67.72,0,High deviation in cost or deadlines
75,Project_75,Industrial Complex,Description of Project_75 in Industrial Complex.,499,Suburban,11235127,Company_528,9506033.79,2025-09-17,562,533,37,304915616.25,45,0.57,0,-15.39,12.63,80.92,1,Cost-effective and timely
75,Project_75,Industrial Complex,Description of Project_75 in Industrial Complex.,499,Suburban,11235127,Company_789,13068411.05,2025-11-05,577,584,48,62610833.85,19,0.73,0,16.32,15.63,88.72,1,Cost-effective and timely
75,Project_75,Industrial Complex,Description of Project_75 in Industrial Complex.,499,Suburban,11235127,Company_906,10947596.06,2025-04-28,543,392,39,50536073.97,22,0.97,1,-2.56,8.82,99.34,1,Cost-effective and timely
75,Project_75,Industrial Complex,Description of Project_75 in Industrial Complex.,499,Suburban,11235127,Company_806,13405697.36,2025-12-25,452,74,18,222484188.47,8,0.65,1,19.32,-9.42,64.07,0,High deviation in cost or deadlines
75,Project_75,Industrial Complex,Description of Project_75 in Industrial Complex.,499,Suburban,11235127,Company_444,12770992.91,2025-06-08,500,365,8,163146963.37,44,0.89,0,13.67,0.2,83.31,1,Cost-effective and timely
76,Project_76,Road Construction,Description of Project_76 in Road Construction.,219,Suburban,7157918,Company_296,6949202.77,2025-11-18,240,90,13,450756983.8,25,0.99,0,-2.92,9.59,85.76,1,Cost-effective and timely
76,Project_76,Road Construction,Description of Project_76 in Road Construction.,219,Suburban,7157918,Company_15,6240836.88,2025-07-01,236,693,6,249872940.97,0,0.92,1,-12.81,7.76,67.06,0,High deviation in cost or deadlines
76,Project_76,Road Construction,Description of Project_76 in Road Construction.,219,Suburban,7157918,Company_935,7667260.37,2025-11-08,281,467,36,5805488.99,21,0.97,0,7.12,28.31,94.29,1,Cost-effective and timely
76,Project_76,Road Construction,Description of Project_76 in Road Construction.,219,Suburban,7157918,Company_353,7050640.39,2025-01-24,307,507,5,48356191.73,44,0.72,1,-1.5,40.18,70.15,1,Cost-effective and timely
76,Project_76,Road Construction,Description of Project_76 in Road Construction.,219,Suburban,7157918,Company_678,7118205.99,2025-06-02,202,276,27,376843029.38,31,0.83,0,-0.55,-7.76,88.81,1,Cost-effective and timely
77,Project_77,Bridge Construction,Description of Project_77 in Bridge Construction.,504,Rural,16801194,Company_491,18585570.65,2025-06-04,458,738,29,331629293.97,5,0.94,0,10.62,-9.13,83.84,1,Cost-effective and timely
77,Project_77,Bridge Construction,Description of Project_77 in Bridge Construction.,504,Rural,16801194,Company_622,20001471.77,2025-10-26,584,791,34,450617850.65,34,0.98,0,19.05,15.87,97.53,1,Cost-effective and timely
77,Project_77,Bridge Construction,Description of Project_77 in Bridge Construction.,504,Rural,16801194,Company_346,19577038.42,2025-07-06,542,549,7,243899840.8,39,0.72,1,16.52,7.54,70.17,1,Cost-effective and timely
77,Project_77,Bridge Construction,Description of Project_77 in Bridge Construction.,504,Rural,16801194,Company_644,18792385.85,2025-09-02,568,321,33,484729919.97,32,0.5,0,11.85,12.7,72.56,1,Cost-effective and timely
77,Project_77,Bridge Construction,Description of Project_77 in Bridge Construction.,504,Rural,16801194,Company_936,16318635.57,2025-09-27,577,841,8,466089678.27,43,0.99,0,-2.87,14.48,89.41,1,Cost-effective and timely
78,Project_78,Bridge Construction,Description of Project_78 in Bridge Construction.,269,Suburban,1292140,Company_540,1067942.58,2025-06-09,312,160,29,134300234.51,1,0.89,0,-17.35,15.99,78.29,1,Cost-effective and timely
78,Project_78,Bridge Construction,Description of Project_78 in Bridge Construction.,269,Suburban,1292140,Company_943,1318148.08,2025-11-26,293,125,39,421047419.61,24,0.7,1,2.01,8.92,86.83,1,Cost-effective and timely
78,Project_78,Bridge Construction,Description of Project_78 in Bridge Construction.,269,Suburban,1292140,Company_890,1483588.24,2025-05-17,294,162,17,111214368.02,22,0.59,0,14.82,9.29,65.1,0,High deviation in cost or deadlines
78,Project_78,Bridge Construction,Description of Project_78 in Bridge Construction.,269,Suburban,1292140,Company_796,1409506.5,2025-01-15,312,128,48,327708030.81,46,0.64,1,9.08,15.99,92.76,1,Cost-effective and timely
78,Project_78,Bridge Construction,Description of Project_78 in Bridge Construction.,269,Suburban,1292140,Company_82,1192027.89,2025-06-21,294,764,35,402169561.8,37,0.56,1,-7.75,9.29,79.21,1,Cost-effective and timely
79,Project_79,Industrial Complex,Description of Project_79 in Industrial Complex.,239,Rural,13134976,Company_630,15404652.19,2025-06-26,242,861,37,118224813.61,3,0.82,0,17.28,1.26,82.4,1,Cost-effective and timely
79,Project_79,Industrial Complex,Description of Project_79 in Industrial Complex.,239,Rural,13134976,Company_176,11114654.2,2025-08-14,266,474,41,414234934.53,5,0.82,0,-15.38,11.3,84.83,1,Cost-effective and timely
79,Project_79,Industrial Complex,Description of Project_79 in Industrial Complex.,239,Rural,13134976,Company_274,14103639.25,2025-10-08,287,314,45,161639137.91,20,0.66,0,7.37,20.08,85.2,1,Cost-effective and timely
79,Project_79,Industrial Complex,Description of Project_79 in Industrial Complex.,239,Rural,13134976,Company_70,14543838.57,2025-12-28,260,320,42,335790041.8,25,0.99,0,10.73,8.79,101.67,1,Cost-effective and timely
79,Project_79,Industrial Complex,Description of Project_79 in Industrial Complex.,239,Rural,13134976,Company_698,15196815.84,2025-03-12,329,291,46,238531310.23,47,0.6,0,15.7,37.66,85.97,1,Cost-effective and timely
80,Project_80,Road Construction,Description of Project_80 in Road Construction.,194,Urban,3384240,Company_796,3413959.69,2025-07-09,151,244,44,27036559.52,23,0.62,0,0.88,-22.16,84.51,1,Cost-effective and timely
80,Project_80,Road Construction,Description of Project_80 in Road Construction.,194,Urban,3384240,Company_735,3590472.89,2025-08-01,254,180,17,385420424.63,50,0.85,1,6.09,30.93,86.89,1,Cost-effective and timely
80,Project_80,Road Construction,Description of Project_80 in Road Construction.,194,Urban,3384240,Company_721,3901480.09,2025-04-28,153,132,48,465591275.79,20,0.83,0,15.28,-21.13,93.47,1,Cost-effective and timely
80,Project_80,Road Construction,Description of Project_80 in Road Construction.,194,Urban,3384240,Company_873,2873827.42,2025-06-06,229,578,18,131485905.73,21,0.51,0,-15.08,18.04,60.66,0,High deviation in cost or deadlines
80,Project_80,Road Construction,Description of Project_80 in Road Construction.,194,Urban,3384240,Company_439,3818340.27,2025-02-11,165,562,24,383214773.69,37,0.82,0,12.83,-14.95,85.28,1,Cost-effective and timely
81,Project_81,Industrial Complex,Description of Project_81 in Industrial Complex.,429,Suburban,16533404,Company_317,13893545.44,2025-07-26,432,405,32,79264869.33,37,0.89,1,-15.97,0.7,94.71,1,Cost-effective and timely
81,Project_81,Industrial Complex,Description of Project_81 in Industrial Complex.,429,Suburban,16533404,Company_488,16013026.31,2025-11-09,464,446,38,246121279.24,43,0.58,0,-3.15,8.16,84.53,1,Cost-effective and timely
81,Project_81,Industrial Complex,Description of Project_81 in Industrial Complex.,429,Suburban,16533404,Company_38,18660363.85,2025-09-13,431,643,41,257250744.92,16,0.93,0,12.86,0.47,95.13,1,Cost-effective and timely
81,Project_81,Industrial Complex,Description of Project_81 in Industrial Complex.,429,Suburban,16533404,Company_934,13771994.03,2025-03-26,425,322,21,357376671.13,43,0.83,1,-16.7,-0.93,86.64,1,Cost-effective and timely
81,Project_81,Industrial Complex,Description of Project_81 in Industrial Complex.,429,Suburban,16533404,Company_68,16206492.54,2025-04-23,409,467,37,92354405.5,42,0.84,0,-1.98,-4.66,99.05,1,Cost-effective and timely
82,Project_82,Road Construction,Description of Project_82 in Road Construction.,660,Rural,7274859,Company_657,8491214.99,2025-01-09,632,123,45,448605420.17,43,0.91,0,16.72,-4.24,105.28,1,Cost-effective and timely
82,Project_82,Road Construction,Description of Project_82 in Road Construction.,660,Rural,7274859,Company_789,6836048.53,2025-12-07,671,375,17,413646820.12,12,0.85,0,-6.03,1.67,76.91,1,Cost-effective and timely
82,Project_82,Road Construction,Description of Project_82 in Road Construction.,660,Rural,7274859,Company_314,7784122.4,2025-07-04,665,435,37,240012189.37,26,0.6,0,7.0,0.76,80.96,1,Cost-effective and timely
82,Project_82,Road Construction,Description of Project_82 in Road Construction.,660,Rural,7274859,Company_264,8353107.68,2025-01-03,649,777,17,217589060.53,2,0.98,0,14.82,-1.67,77.05,1,Cost-effective and timely
82,Project_82,Road Construction,Description of Project_82 in Road Construction.,660,Rural,7274859,Company_340,7221789.93,2025-12-26,742,511,6,289703166.59,47,0.74,0,-0.73,12.42,75.72,1,Cost-effective and timely
83,Project_83,Bridge Construction,Description of Project_83 in Bridge Construction.,678,Urban,835478,Company_851,756425.92,2025-11-09,715,384,21,185446188.31,25,0.54,1,-9.46,5.46,67.16,0,High deviation in cost or deadlines
83,Project_83,Bridge Construction,Description of Project_83 in Bridge Construction.,678,Urban,835478,Company_272,968073.03,2025-03-03,761,363,35,143749166.7,18,0.89,0,15.87,12.24,88.61,1,Cost-effective and timely
83,Project_83,Bridge Construction,Description of Project_83 in Bridge Construction.,678,Urban,835478,Company_206,760029.98,2025-03-02,716,80,33,261756316.3,40,0.5,0,-9.03,5.6,75.43,1,Cost-effective and timely
83,Project_83,Bridge Construction,Description of Project_83 in Bridge Construction.,678,Urban,835478,Company_990,970562.63,2025-03-20,708,631,7,278747216.55,44,0.59,0,16.17,4.42,64.51,0,High deviation in cost or deadlines
83,Project_83,Bridge Construction,Description of Project_83 in Bridge Construction.,678,Urban,835478,Company_917,983494.34,2025-08-15,770,411,49,435030867.67,19,0.79,1,17.72,13.57,92.1,1,Cost-effective and timely
84,Project_84,Road Construction,Description of Project_84 in Road Construction.,269,Urban,565646,Company_293,624439.01,2025-11-08,240,647,48,312589806.93,24,0.68,0,10.39,-10.78,89.37,1,Cost-effective and timely
84,Project_84,Road Construction,Description of Project_84 in Road Construction.,269,Urban,565646,Company_759,632527.13,2025-06-18,304,171,16,54498501.44,28,0.59,0,11.82,13.01,66.14,0,High deviation in cost or deadlines
84,Project_84,Road Construction,Description of Project_84 in Road Construction.,269,Urban,565646,Company_686,470021.12,2025-09-19,368,794,30,141561073.7,49,0.68,0,-16.91,36.8,81.47,1,Cost-effective and timely
84,Project_84,Road Construction,Description of Project_84 in Road Construction.,269,Urban,565646,Company_996,676398.28,2025-10-18,312,899,31,425910355.32,10,0.94,1,19.58,15.99,84.44,1,Cost-effective and timely
84,Project_84,Road Construction,Description of Project_84 in Road Construction.,269,Urban,565646,Company_218,616090.67,2025-05-13,331,844,9,334583283.58,27,0.81,1,8.92,23.05,72.46,1,Cost-effective and timely
85,Project_85,Industrial Complex,Description of Project_85 in Industrial Complex.,304,Rural,18867526,Company_499,17868127.24,2025-08-23,322,696,28,142584801.63,3,0.98,0,-5.3,5.92,85.52,1,Cost-effective and timely
85,Project_85,Industrial Complex,Description of Project_85 in Industrial Complex.,304,Rural,18867526,Company_698,16204551.85,2025-04-05,387,882,15,428658372.03,36,0.64,1,-14.11,27.3,68.26,0,High deviation in cost or deadlines
85,Project_85,Industrial Complex,Description of Project_85 in Industrial Complex.,304,Rural,18867526,Company_736,19498259.93,2025-02-19,398,93,19,43948875.47,11,0.9,1,3.34,30.92,77.6,1,Cost-effective and timely
85,Project_85,Industrial Complex,Description of Project_85 in Industrial Complex.,304,Rural,18867526,Company_825,16866028.06,2025-08-18,259,545,5,173566915.91,6,0.91,0,-10.61,-14.8,67.98,0,High deviation in cost or deadlines
85,Project_85,Industrial Complex,Description of Project_85 in Industrial Complex.,304,Rural,18867526,Company_171,20539265.86,2025-08-18,375,833,20,333460243.53,5,0.58,1,8.86,23.36,62.25,0,High deviation in cost or deadlines
86,Project_86,Industrial Complex,Description of Project_86 in Industrial Complex.,216,Rural,5260705,Company_126,4313631.05,2025-03-04,198,140,6,158307095.44,5,1.0,0,-18.0,-8.33,71.17,1,Cost-effective and timely
86,Project_86,Industrial Complex,Description of Project_86 in Industrial Complex.,216,Rural,5260705,Company_796,5452812.15,2025-03-15,174,883,36,201994981.6,28,0.68,0,3.65,-19.44,83.74,1,Cost-effective and timely
86,Project_86,Industrial Complex,Description of Project_86 in Industrial Complex.,216,Rural,5260705,Company_35,5098028.26,2025-03-20,250,481,41,331056804.69,3,0.7,0,-3.09,15.74,81.25,1,Cost-effective and timely
86,Project_86,Industrial Complex,Description of Project_86 in Industrial Complex.,216,Rural,5260705,Company_258,4303097.76,2025-12-04,214,959,39,199235811.56,31,0.57,0,-18.2,-0.93,79.53,1,Cost-effective and timely
86,Project_86,Industrial Complex,Description of Project_86 in Industrial Complex.,216,Rural,5260705,Company_793,6113314.27,2025-06-25,191,291,44,327939717.17,15,0.77,1,16.21,-11.57,87.42,1,Cost-effective and timely
87,Project_87,Bridge Construction,Description of Project_87 in Bridge Construction.,519,Urban,5494081,Company_183,5438047.24,2025-12-12,600,483,43,359224538.44,39,0.64,1,-1.02,15.61,89.62,1,Cost-effective and timely
87,Project_87,Bridge Construction,Description of Project_87 in Bridge Construction.,519,Urban,5494081,Company_289,5027565.98,2025-09-06,597,486,32,304272545.72,7,0.99,1,-8.49,15.03,88.37,1,Cost-effective and timely
87,Project_87,Bridge Construction,Description of Project_87 in Bridge Construction.,519,Urban,5494081,Company_372,5002263.04,2025-06-12,563,88,36,178611016.18,36,0.59,0,-8.95,8.48,81.06,1,Cost-effective and timely
87,Project_87,Bridge Construction,Description of Project_87 in Bridge Construction.,519,Urban,5494081,Company_247,4683632.66,2025-09-20,490,228,38,159083190.67,39,0.73,0,-14.75,-5.59,89.88,1,Cost-effective and timely
87,Project_87,Bridge Construction,Description of Project_87 in Bridge Construction.,519,Urban,5494081,Company_359,5349003.74,2025-06-02,614,724,13,6146331.97,11,0.58,0,-2.64,18.3,61.19,0,High deviation in cost or deadlines
88,Project_88,Industrial Complex,Description of Project_88 in Industrial Complex.,618,Suburban,17849108,Company_883,18583167.13,2025-12-25,595,299,42,108596672.98,37,0.71,0,4.11,-3.72,92.91,1,Cost-effective and timely
88,Project_88,Industrial Complex,Description of Project_88 in Industrial Complex.,618,Suburban,17849108,Company_838,20737674.15,2025-09-20,590,980,21,131501582.59,5,0.5,1,16.18,-4.53,59.91,0,High deviation in cost or deadlines
88,Project_88,Industrial Complex,Description of Project_88 in Industrial Complex.,618,Suburban,17849108,Company_541,19551205.92,2025-05-04,611,841,46,67371680.06,18,0.88,0,9.54,-1.13,97.12,1,Cost-effective and timely
88,Project_88,Industrial Complex,Description of Project_88 in Industrial Complex.,618,Suburban,17849108,Company_377,16752465.8,2025-07-05,571,300,20,264907700.09,12,0.84,0,-6.14,-7.61,77.64,1,Cost-effective and timely
88,Project_88,Industrial Complex,Description of Project_88 in Industrial Complex.,618,Suburban,17849108,Company_741,15738130.12,2025-09-02,677,303,12,4283584.61,6,0.82,0,-11.83,9.55,68.65,0,High deviation in cost or deadlines
89,Project_89,Road Construction,Description of Project_89 in Road Construction.,622,Urban,17596396,Company_723,16110457.16,2025-05-12,595,808,39,268115028.33,27,0.92,1,-8.44,-4.34,98.01,1,Cost-effective and timely
89,Project_89,Road Construction,Description of Project_89 in Road Construction.,622,Urban,17596396,Company_205,20831024.79,2025-08-13,672,423,17,401015130.36,17,0.63,1,18.38,8.04,65.2,0,High deviation in cost or deadlines
89,Project_89,Road Construction,Description of Project_89 in Road Construction.,622,Urban,17596396,Company_570,16445212.79,2025-10-08,577,166,18,275554356.14,24,0.67,1,-6.54,-7.23,72.0,1,Cost-effective and timely
